i,e,c,p,l,real,predict
i21,e12,c1,p24,l3,1,1
i21,e12,c1,p25,l3,0,0
i21,e12,c1,p26,l3,0,0
i21,e12,c1,p28,l3,0,0
i21,e12,c1,p29,l3,1,1
i21,e12,c1,p30,l3,0,0
i21,e12,c1,p31,l3,0,0
i21,e12,c1,p32,l3,0,0
i21,e12,c1,p33,l3,0,0
i21,e12,c1,p35,l3,0,0
i21,e12,c4,p01,l3,0,0
i21,e12,c4,p02,l3,0,0
i21,e12,c4,p03,l3,0,0
i21,e12,c4,p05,l3,0,0
i21,e12,c4,p07,l3,0,0
i21,e12,c4,p09,l3,0,0
i21,e12,c4,p10,l3,0,0
i21,e12,c4,p11,l3,0,0
i21,e12,c4,p12,l3,0,0
i21,e12,c4,p14,l3,0,0
i21,e12,c4,p15,l3,0,0
i21,e12,c4,p16,l3,0,0
i21,e12,c4,p18,l3,0,0
i21,e12,c4,p19,l3,0,0
i22,e01,c5,p10,l3,0,0
i22,e01,c5,p35,l3,0,0
i22,e02,c3,p03,l3,0,0
i22,e02,c3,p05,l3,0,0
i22,e02,c3,p07,l3,0,0
i22,e02,c3,p09,l3,0,0
i22,e02,c3,p10,l3,0,0
i22,e02,c3,p11,l3,0,0
i22,e02,c3,p15,l3,0,0
i22,e02,c3,p16,l3,0,0
i22,e02,c3,p25,l3,0,0
i22,e02,c3,p35,l3,0,0
i22,e02,c5,p01,l3,0,0
i22,e02,c5,p02,l3,0,0
i22,e02,c5,p03,l3,0,0
i22,e02,c5,p04,l3,0,0
i22,e02,c5,p05,l3,0,0
i22,e02,c5,p06,l3,0,0
i22,e02,c5,p07,l3,0,0
i22,e02,c5,p08,l3,0,0
i22,e02,c5,p09,l3,0,0
i22,e02,c5,p10,l3,0,0
i22,e02,c5,p11,l3,0,0
i22,e02,c5,p12,l3,0,0
i22,e02,c5,p13,l3,0,0
i22,e02,c5,p14,l3,0,0
i22,e02,c5,p15,l3,0,0
i22,e02,c5,p16,l3,0,0
i22,e02,c5,p17,l3,0,0
i22,e02,c5,p18,l3,0,0
i22,e02,c5,p19,l3,0,0
i22,e02,c5,p20,l3,0,0
i22,e02,c5,p21,l3,0,0
i22,e02,c5,p22,l3,0,0
i22,e02,c5,p23,l3,0,0
i22,e02,c5,p24,l3,1,1
i22,e02,c5,p25,l3,0,0
i22,e02,c5,p26,l3,0,0
i22,e02,c5,p28,l3,0,0
i22,e02,c5,p29,l3,0,0
i22,e02,c5,p31,l3,0,0
i22,e02,c5,p32,l3,0,0
i22,e02,c5,p35,l3,1,1
i22,e04,c5,p10,l3,0,0
i22,e04,c5,p35,l3,0,0
i22,e05,c3,p08,l3,0,0
i22,e05,c3,p09,l3,0,0
i22,e05,c3,p10,l3,0,0
i22,e05,c3,p25,l3,0,0
i22,e05,c3,p29,l3,0,0
i22,e05,c3,p35,l3,0,0
i22,e05,c5,p01,l3,0,0
i22,e05,c5,p02,l3,0,0
i22,e05,c5,p03,l3,0,0
i22,e05,c5,p04,l3,0,0
i22,e05,c5,p05,l3,0,0
i22,e05,c5,p06,l3,1,1
i22,e05,c5,p07,l3,0,0
i22,e05,c5,p08,l3,0,0
i22,e05,c5,p09,l3,0,0
i22,e05,c5,p10,l3,0,0
i22,e05,c5,p11,l3,0,0
i22,e05,c5,p12,l3,0,0
i22,e05,c5,p13,l3,0,0
i22,e05,c5,p14,l3,0,0
i22,e05,c5,p15,l3,0,0
i22,e05,c5,p16,l3,0,0
i22,e05,c5,p17,l3,0,0
i22,e05,c5,p18,l3,0,0
i22,e05,c5,p19,l3,0,0
i22,e05,c5,p20,l3,0,0
i22,e05,c5,p21,l3,0,0
i22,e05,c5,p22,l3,0,0
i22,e05,c5,p23,l3,0,0
i22,e05,c5,p24,l3,0,0
i22,e05,c5,p25,l3,0,0
i22,e05,c5,p26,l3,0,0
i22,e05,c5,p28,l3,0,0
i22,e05,c5,p29,l3,0,0
i22,e05,c5,p31,l3,0,0
i22,e05,c5,p32,l3,0,0
i22,e05,c5,p35,l3,3,3
i22,e08,c5,p10,l3,0,0
i22,e08,c5,p35,l3,0,0
i22,e09,c5,p35,l3,0,0
i22,e11,c5,p10,l3,0,0
i23,e01,c3,p01,l3,0,0
i23,e01,c3,p02,l3,0,0
i23,e01,c3,p03,l3,0,0
i23,e01,c3,p04,l3,0,0
i23,e01,c3,p05,l3,0,0
i23,e01,c3,p06,l3,0,0
i23,e01,c3,p07,l3,0,0
i23,e01,c3,p09,l3,0,0
i23,e01,c3,p10,l3,0,0
i23,e01,c3,p12,l3,0,0
i23,e01,c3,p13,l3,0,0
i23,e01,c3,p14,l3,0,0
i23,e01,c3,p15,l3,0,0
i23,e01,c3,p19,l3,0,0
i23,e01,c3,p21,l3,0,0
i23,e01,c3,p22,l3,0,0
i23,e01,c3,p28,l3,0,0
i23,e01,c3,p29,l3,0,0
i23,e01,c3,p35,l3,0,0
i23,e01,c5,p01,l3,2,2
i23,e01,c5,p02,l3,0,0
i23,e01,c5,p03,l3,0,0
i23,e01,c5,p04,l3,0,0
i23,e01,c5,p05,l3,0,0
i23,e01,c5,p06,l3,0,0
i23,e01,c5,p07,l3,13,14
i23,e01,c5,p08,l3,0,0
i23,e01,c5,p09,l3,0,0
i23,e01,c5,p10,l3,0,0
i23,e01,c5,p11,l3,0,0
i23,e01,c5,p12,l3,0,0
i23,e01,c5,p13,l3,0,0
i23,e01,c5,p14,l3,0,0
i23,e01,c5,p15,l3,0,0
i23,e01,c5,p16,l3,0,0
i23,e01,c5,p17,l3,0,0
i23,e01,c5,p18,l3,0,0
i23,e01,c5,p19,l3,2,2
i23,e01,c5,p20,l3,0,0
i23,e01,c5,p21,l3,0,0
i23,e01,c5,p22,l3,1,1
i23,e01,c5,p23,l3,0,0
i23,e01,c5,p24,l3,0,0
i23,e01,c5,p25,l3,0,0
i23,e01,c5,p26,l3,0,0
i23,e01,c5,p28,l3,0,0
i23,e01,c5,p29,l3,0,0
i23,e01,c5,p30,l3,0,0
i23,e01,c5,p31,l3,0,0
i23,e01,c5,p32,l3,1,1
i23,e01,c5,p33,l3,0,0
i23,e01,c5,p35,l3,0,0
i23,e02,c5,p01,l3,0,0
i23,e02,c5,p02,l3,0,0
i23,e02,c5,p03,l3,0,0
i23,e02,c5,p04,l3,0,0
i23,e02,c5,p05,l3,0,0
i23,e02,c5,p06,l3,0,0
i23,e02,c5,p07,l3,0,0
i23,e02,c5,p09,l3,0,0
i23,e02,c5,p10,l3,0,0
i23,e02,c5,p11,l3,0,0
i23,e02,c5,p12,l3,0,0
i23,e02,c5,p13,l3,0,0
i23,e02,c5,p14,l3,0,0
i23,e02,c5,p15,l3,0,0
i23,e02,c5,p16,l3,0,0
i23,e02,c5,p17,l3,0,0
i23,e02,c5,p18,l3,0,0
i23,e02,c5,p19,l3,0,0
i23,e02,c5,p20,l3,0,0
i23,e02,c5,p21,l3,0,0
i23,e02,c5,p22,l3,0,0
i23,e02,c5,p23,l3,0,0
i23,e02,c5,p24,l3,0,0
i23,e02,c5,p25,l3,0,0
i23,e02,c5,p28,l3,0,0
i23,e02,c5,p29,l3,0,0
i23,e02,c5,p35,l3,0,0
i23,e03,c3,p01,l3,0,0
i23,e03,c3,p02,l3,0,0
i23,e03,c3,p04,l3,0,0
i23,e03,c3,p05,l3,0,0
i23,e03,c3,p06,l3,0,0
i23,e03,c3,p07,l3,0,0
i23,e03,c3,p09,l3,0,0
i23,e03,c3,p10,l3,0,0
i23,e03,c3,p12,l3,0,0
i23,e03,c3,p13,l3,0,0
i23,e03,c3,p14,l3,0,0
i23,e03,c3,p15,l3,0,0
i23,e03,c3,p16,l3,0,0
i23,e03,c3,p19,l3,0,0
i23,e03,c3,p21,l3,0,0
i23,e03,c3,p22,l3,0,0
i23,e03,c3,p29,l3,0,0
i23,e03,c3,p35,l3,0,0
i23,e03,c5,p01,l3,2,2
i23,e03,c5,p02,l3,0,0
i23,e03,c5,p03,l3,2,2
i23,e03,c5,p04,l3,0,0
i23,e03,c5,p05,l3,0,0
i23,e03,c5,p06,l3,0,0
i23,e03,c5,p07,l3,2,2
i23,e03,c5,p08,l3,0,0
i23,e03,c5,p09,l3,0,0
i23,e03,c5,p10,l3,4,4
i23,e03,c5,p11,l3,2,2
i23,e03,c5,p12,l3,1,1
i23,e03,c5,p13,l3,7,7
i23,e03,c5,p14,l3,0,0
i23,e03,c5,p15,l3,0,0
i23,e03,c5,p16,l3,5,5
i23,e03,c5,p17,l3,0,0
i23,e03,c5,p18,l3,0,0
i23,e03,c5,p19,l3,1,1
i23,e03,c5,p20,l3,0,0
i23,e03,c5,p21,l3,1,1
i23,e03,c5,p22,l3,0,0
i23,e03,c5,p23,l3,0,0
i23,e03,c5,p24,l3,2,2
i23,e03,c5,p25,l3,0,0
i23,e03,c5,p26,l3,0,0
i23,e03,c5,p28,l3,0,0
i23,e03,c5,p29,l3,0,0
i23,e03,c5,p30,l3,0,0
i23,e03,c5,p31,l3,0,0
i23,e03,c5,p32,l3,0,0
i23,e03,c5,p33,l3,0,0
i23,e03,c5,p35,l3,2,2
i23,e04,c3,p01,l3,0,0
i23,e04,c3,p02,l3,0,0
i23,e04,c3,p03,l3,0,0
i23,e04,c3,p04,l3,0,0
i23,e04,c3,p05,l3,0,0
i23,e04,c3,p06,l3,0,0
i23,e04,c3,p07,l3,0,0
i23,e04,c3,p09,l3,0,0
i23,e04,c3,p10,l3,0,0
i23,e04,c3,p12,l3,0,0
i23,e04,c3,p13,l3,0,0
i23,e04,c3,p14,l3,0,0
i23,e04,c3,p15,l3,0,0
i23,e04,c3,p16,l3,0,0
i23,e04,c3,p19,l3,0,0
i23,e04,c3,p21,l3,0,0
i23,e04,c3,p22,l3,0,0
i23,e04,c3,p24,l3,0,0
i23,e04,c3,p28,l3,0,0
i23,e04,c3,p29,l3,0,0
i23,e04,c3,p35,l3,0,0
i23,e04,c5,p01,l3,1,1
i23,e04,c5,p02,l3,0,0
i23,e04,c5,p03,l3,0,0
i23,e04,c5,p04,l3,0,0
i23,e04,c5,p05,l3,1,1
i23,e04,c5,p06,l3,0,0
i23,e04,c5,p07,l3,5,5
i23,e04,c5,p08,l3,0,0
i23,e04,c5,p09,l3,0,0
i23,e04,c5,p10,l3,1,1
i23,e04,c5,p11,l3,0,0
i23,e04,c5,p12,l3,2,2
i23,e04,c5,p13,l3,0,0
i23,e04,c5,p14,l3,0,0
i23,e04,c5,p15,l3,0,0
i23,e04,c5,p16,l3,0,0
i23,e04,c5,p17,l3,0,0
i23,e04,c5,p18,l3,0,0
i23,e04,c5,p19,l3,0,0
i23,e04,c5,p20,l3,0,0
i23,e04,c5,p21,l3,4,4
i23,e04,c5,p22,l3,2,2
i23,e04,c5,p23,l3,0,0
i23,e04,c5,p24,l3,0,0
i23,e04,c5,p25,l3,0,0
i23,e04,c5,p26,l3,0,0
i23,e04,c5,p28,l3,0,0
i23,e04,c5,p29,l3,0,0
i23,e04,c5,p30,l3,0,0
i23,e04,c5,p31,l3,0,0
i23,e04,c5,p32,l3,1,1
i23,e04,c5,p33,l3,0,0
i23,e04,c5,p35,l3,0,0
i23,e05,c3,p01,l3,0,0
i23,e05,c3,p06,l3,0,0
i23,e05,c3,p07,l3,0,0
i23,e05,c3,p10,l3,0,0
i23,e05,c3,p15,l3,0,0
i23,e05,c3,p35,l3,0,0
i23,e05,c5,p01,l3,0,0
i23,e05,c5,p02,l3,0,0
i23,e05,c5,p03,l3,0,0
i23,e05,c5,p04,l3,0,0
i23,e05,c5,p05,l3,0,0
i23,e05,c5,p06,l3,0,0
i23,e05,c5,p07,l3,0,0
i23,e05,c5,p08,l3,0,0
i23,e05,c5,p09,l3,0,0
i23,e05,c5,p10,l3,0,0
i23,e05,c5,p11,l3,0,0
i23,e05,c5,p12,l3,0,0
i23,e05,c5,p13,l3,0,0
i23,e05,c5,p14,l3,0,0
i23,e05,c5,p15,l3,0,0
i23,e05,c5,p16,l3,0,0
i23,e05,c5,p17,l3,0,0
i23,e05,c5,p18,l3,0,0
i23,e05,c5,p19,l3,0,0
i23,e05,c5,p20,l3,0,0
i23,e05,c5,p21,l3,0,0
i23,e05,c5,p22,l3,0,0
i23,e05,c5,p23,l3,0,0
i23,e05,c5,p24,l3,0,0
i23,e05,c5,p25,l3,0,0
i23,e05,c5,p26,l3,0,0
i23,e05,c5,p28,l3,0,0
i23,e05,c5,p29,l3,0,0
i23,e05,c5,p31,l3,0,0
i23,e05,c5,p32,l3,0,0
i23,e05,c5,p35,l3,0,0
i23,e07,c5,p01,l3,0,0
i23,e07,c5,p02,l3,0,0
i23,e07,c5,p03,l3,0,0
i23,e07,c5,p04,l3,0,0
i23,e07,c5,p05,l3,0,0
i23,e07,c5,p07,l3,0,0
i23,e07,c5,p10,l3,0,0
i23,e07,c5,p12,l3,0,0
i23,e07,c5,p13,l3,0,0
i23,e07,c5,p15,l3,0,0
i23,e07,c5,p16,l3,0,0
i23,e07,c5,p17,l3,0,0
i23,e07,c5,p18,l3,0,0
i23,e07,c5,p19,l3,0,0
i23,e07,c5,p35,l3,0,0
i23,e08,c3,p01,l3,0,0
i23,e08,c3,p02,l3,0,0
i23,e08,c3,p03,l3,0,0
i23,e08,c3,p04,l3,0,0
i23,e08,c3,p05,l3,0,0
i23,e08,c3,p07,l3,0,0
i23,e08,c3,p09,l3,0,0
i23,e08,c3,p10,l3,0,0
i23,e08,c3,p12,l3,0,0
i23,e08,c3,p13,l3,0,0
i23,e08,c3,p14,l3,0,0
i23,e08,c3,p15,l3,0,0
i23,e08,c3,p19,l3,0,0
i23,e08,c3,p21,l3,0,0
i23,e08,c3,p22,l3,0,0
i23,e08,c3,p24,l3,0,0
i23,e08,c3,p35,l3,0,0
i23,e08,c5,p01,l3,3,3
i23,e08,c5,p02,l3,0,0
i23,e08,c5,p03,l3,0,0
i23,e08,c5,p04,l3,0,0
i23,e08,c5,p05,l3,0,0
i23,e08,c5,p06,l3,0,0
i23,e08,c5,p07,l3,0,0
i23,e08,c5,p08,l3,0,0
i23,e08,c5,p09,l3,0,0
i23,e08,c5,p10,l3,0,0
i23,e08,c5,p11,l3,0,0
i23,e08,c5,p12,l3,0,0
i23,e08,c5,p13,l3,21,21
i23,e08,c5,p14,l3,0,0
i23,e08,c5,p15,l3,0,0
i23,e08,c5,p16,l3,16,15
i23,e08,c5,p17,l3,0,0
i23,e08,c5,p18,l3,0,0
i23,e08,c5,p19,l3,3,3
i23,e08,c5,p20,l3,0,0
i23,e08,c5,p21,l3,0,0
i23,e08,c5,p22,l3,0,0
i23,e08,c5,p23,l3,0,0
i23,e08,c5,p24,l3,0,0
i23,e08,c5,p25,l3,0,0
i23,e08,c5,p26,l3,0,0
i23,e08,c5,p28,l3,0,0
i23,e08,c5,p29,l3,0,0
i23,e08,c5,p30,l3,0,0
i23,e08,c5,p31,l3,0,0
i23,e08,c5,p32,l3,0,0
i23,e08,c5,p33,l3,0,0
i23,e08,c5,p35,l3,3,3
i23,e09,c3,p01,l3,0,0
i23,e09,c3,p02,l3,0,0
i23,e09,c3,p03,l3,0,0
i23,e09,c3,p04,l3,0,0
i23,e09,c3,p05,l3,0,0
i23,e09,c3,p06,l3,0,0
i23,e09,c3,p07,l3,0,0
i23,e09,c3,p09,l3,0,0
i23,e09,c3,p10,l3,0,0
i23,e09,c3,p12,l3,0,0
i23,e09,c3,p13,l3,0,0
i23,e09,c3,p14,l3,0,0
i23,e09,c3,p15,l3,0,0
i23,e09,c3,p16,l3,0,0
i23,e09,c3,p19,l3,0,0
i23,e09,c3,p21,l3,0,0
i23,e09,c3,p22,l3,0,0
i23,e09,c3,p24,l3,0,0
i23,e09,c3,p28,l3,0,0
i23,e09,c3,p29,l3,0,0
i23,e09,c3,p35,l3,0,0
i23,e09,c5,p01,l3,2,2
i23,e09,c5,p02,l3,0,0
i23,e09,c5,p03,l3,0,0
i23,e09,c5,p04,l3,0,0
i23,e09,c5,p05,l3,0,0
i23,e09,c5,p06,l3,0,0
i23,e09,c5,p07,l3,9,9
i23,e09,c5,p08,l3,0,0
i23,e09,c5,p09,l3,0,0
i23,e09,c5,p10,l3,0,0
i23,e09,c5,p11,l3,0,0
i23,e09,c5,p12,l3,0,0
i23,e09,c5,p13,l3,0,0
i23,e09,c5,p14,l3,0,0
i23,e09,c5,p15,l3,0,0
i23,e09,c5,p16,l3,0,0
i23,e09,c5,p17,l3,0,0
i23,e09,c5,p18,l3,0,0
i23,e09,c5,p19,l3,4,4
i23,e09,c5,p20,l3,0,0
i23,e09,c5,p21,l3,2,2
i23,e09,c5,p22,l3,1,1
i23,e09,c5,p23,l3,0,0
i23,e09,c5,p24,l3,0,0
i23,e09,c5,p25,l3,0,0
i23,e09,c5,p26,l3,0,0
i23,e09,c5,p28,l3,0,0
i23,e09,c5,p29,l3,0,0
i23,e09,c5,p30,l3,0,0
i23,e09,c5,p31,l3,0,0
i23,e09,c5,p32,l3,0,0
i23,e09,c5,p33,l3,0,0
i23,e09,c5,p35,l3,0,0
i23,e10,c3,p10,l3,0,0
i23,e10,c3,p35,l3,0,0
i23,e10,c5,p01,l3,0,0
i23,e10,c5,p03,l3,0,0
i23,e10,c5,p04,l3,0,0
i23,e10,c5,p05,l3,0,0
i23,e10,c5,p06,l3,0,0
i23,e10,c5,p07,l3,0,0
i23,e10,c5,p09,l3,0,0
i23,e10,c5,p10,l2,0,0
i23,e10,c5,p10,l3,0,0
i23,e10,c5,p11,l3,0,0
i23,e10,c5,p12,l3,0,0
i23,e10,c5,p16,l3,0,0
i23,e10,c5,p17,l3,0,0
i23,e10,c5,p19,l3,0,0
i23,e10,c5,p21,l3,0,0
i23,e10,c5,p24,l3,0,0
i23,e10,c5,p33,l3,0,0
i23,e10,c5,p35,l2,0,0
i23,e10,c5,p35,l3,0,0
i23,e11,c3,p04,l3,0,0
i23,e11,c3,p10,l3,0,0
i23,e11,c3,p14,l3,0,0
i23,e11,c3,p35,l3,0,0
i23,e11,c5,p01,l3,0,0
i23,e11,c5,p02,l3,0,0
i23,e11,c5,p03,l3,4,4
i23,e11,c5,p04,l3,0,0
i23,e11,c5,p05,l3,0,0
i23,e11,c5,p06,l3,0,0
i23,e11,c5,p07,l3,0,0
i23,e11,c5,p08,l3,0,0
i23,e11,c5,p09,l3,0,0
i23,e11,c5,p10,l3,0,0
i23,e11,c5,p11,l3,0,0
i23,e11,c5,p12,l3,0,0
i23,e11,c5,p13,l3,0,0
i23,e11,c5,p14,l3,0,0
i23,e11,c5,p15,l3,0,0
i23,e11,c5,p16,l3,0,0
i23,e11,c5,p17,l3,0,0
i23,e11,c5,p18,l3,0,0
i23,e11,c5,p19,l3,0,0
i23,e11,c5,p20,l3,0,0
i23,e11,c5,p21,l3,0,0
i23,e11,c5,p22,l3,0,0
i23,e11,c5,p23,l3,0,0
i23,e11,c5,p24,l3,0,0
i23,e11,c5,p25,l3,0,0
i23,e11,c5,p26,l3,0,0
i23,e11,c5,p28,l3,0,0
i23,e11,c5,p29,l3,0,0
i23,e11,c5,p31,l3,0,0
i23,e11,c5,p32,l3,0,0
i23,e11,c5,p35,l3,0,0
i23,e12,c3,p01,l3,0,0
i23,e12,c3,p07,l3,0,0
i23,e12,c3,p09,l3,0,0
i23,e12,c3,p10,l3,0,0
i23,e12,c3,p15,l3,0,0
i23,e12,c3,p22,l3,0,0
i23,e12,c5,p01,l3,0,0
i23,e12,c5,p02,l3,0,0
i23,e12,c5,p03,l3,0,0
i23,e12,c5,p04,l3,0,0
i23,e12,c5,p05,l3,0,0
i23,e12,c5,p06,l3,0,0
i23,e12,c5,p07,l3,0,0
i23,e12,c5,p08,l3,0,0
i23,e12,c5,p09,l3,0,0
i23,e12,c5,p10,l3,0,0
i23,e12,c5,p11,l3,0,0
i23,e12,c5,p12,l3,0,0
i23,e12,c5,p13,l3,0,0
i23,e12,c5,p14,l3,0,0
i23,e12,c5,p15,l3,0,0
i23,e12,c5,p16,l3,0,0
i23,e12,c5,p17,l3,0,0
i23,e12,c5,p18,l3,0,0
i23,e12,c5,p19,l3,0,0
i23,e12,c5,p20,l3,0,0
i23,e12,c5,p21,l3,0,0
i23,e12,c5,p22,l3,0,0
i23,e12,c5,p23,l3,0,0
i23,e12,c5,p24,l3,0,0
i23,e12,c5,p25,l3,0,0
i23,e12,c5,p26,l3,0,0
i23,e12,c5,p28,l3,0,0
i23,e12,c5,p29,l3,0,0
i23,e12,c5,p31,l3,0,0
i23,e12,c5,p32,l3,0,0
i23,e12,c5,p35,l3,0,0
i23,e13,c3,p01,l3,0,0
i23,e13,c3,p02,l3,0,0
i23,e13,c3,p04,l3,0,0
i23,e13,c3,p05,l3,0,0
i23,e13,c3,p06,l3,0,0
i23,e13,c3,p07,l3,0,0
i23,e13,c3,p09,l3,0,0
i23,e13,c3,p10,l3,0,0
i23,e13,c3,p12,l3,0,0
i23,e13,c3,p13,l3,0,0
i23,e13,c3,p14,l3,0,0
i23,e13,c3,p15,l3,0,0
i23,e13,c3,p16,l3,0,0
i23,e13,c3,p19,l3,0,0
i23,e13,c3,p21,l3,0,0
i23,e13,c3,p24,l3,0,0
i23,e13,c3,p28,l3,0,0
i23,e13,c5,p01,l3,2,2
i23,e13,c5,p02,l3,0,0
i23,e13,c5,p03,l3,0,0
i23,e13,c5,p04,l3,0,0
i23,e13,c5,p05,l3,0,0
i23,e13,c5,p06,l3,0,0
i23,e13,c5,p07,l3,7,7
i23,e13,c5,p08,l3,0,0
i23,e13,c5,p09,l3,0,0
i23,e13,c5,p10,l3,2,2
i23,e13,c5,p11,l3,0,0
i23,e13,c5,p12,l3,0,0
i23,e13,c5,p13,l3,0,0
i23,e13,c5,p14,l3,0,0
i23,e13,c5,p15,l3,0,0
i23,e13,c5,p16,l3,0,0
i23,e13,c5,p17,l3,0,0
i23,e13,c5,p18,l3,0,0
i23,e13,c5,p19,l3,0,0
i23,e13,c5,p20,l3,0,0
i23,e13,c5,p21,l3,0,0
i23,e13,c5,p22,l3,2,2
i23,e13,c5,p23,l3,0,0
i23,e13,c5,p24,l3,0,0
i23,e13,c5,p25,l3,0,0
i23,e13,c5,p26,l3,0,0
i23,e13,c5,p28,l3,0,0
i23,e13,c5,p29,l3,0,0
i23,e13,c5,p30,l3,0,0
i23,e13,c5,p31,l3,0,0
i23,e13,c5,p32,l3,0,0
i23,e13,c5,p35,l3,0,0
i24,e01,c1,p01,l3,0,0
i24,e01,c1,p02,l3,0,0
i24,e01,c1,p03,l3,0,0
i24,e01,c1,p04,l3,0,0
i24,e01,c1,p05,l3,0,0
i24,e01,c1,p06,l3,0,0
i24,e01,c1,p07,l3,0,0
i24,e01,c1,p08,l3,0,0
i24,e01,c1,p10,l3,0,0
i24,e01,c1,p11,l3,0,0
i24,e01,c1,p12,l3,0,0
i24,e01,c1,p13,l3,0,0
i24,e01,c1,p14,l3,0,0
i24,e01,c1,p15,l3,0,0
i24,e01,c1,p16,l3,0,0
i24,e01,c1,p17,l3,0,0
i24,e01,c1,p18,l3,0,0
i24,e01,c1,p19,l3,1,1
i24,e01,c1,p21,l3,0,0
i24,e01,c1,p22,l3,0,0
i24,e01,c1,p23,l3,0,0
i24,e01,c1,p24,l3,0,0
i24,e01,c1,p25,l3,0,0
i24,e01,c1,p28,l3,0,0
i24,e01,c1,p32,l3,0,0
i24,e01,c1,p33,l3,0,0
i24,e01,c1,p35,l3,0,0
i24,e01,c4,p06,l3,0,0
i24,e01,c4,p19,l3,0,0
i24,e01,c4,p21,l3,0,0
i24,e01,c4,p35,l3,0,0
i24,e04,c1,p01,l3,0,0
i24,e04,c1,p02,l3,0,0
i24,e04,c1,p03,l3,0,0
i24,e04,c1,p04,l3,0,0
i24,e04,c1,p05,l3,0,0
i24,e04,c1,p06,l3,0,0
i24,e04,c1,p07,l3,0,0
i24,e04,c1,p10,l3,0,0
i24,e04,c1,p11,l3,0,0
i24,e04,c1,p12,l3,0,0
i24,e04,c1,p13,l3,0,0
i24,e04,c1,p14,l3,0,0
i24,e04,c1,p15,l3,0,0
i24,e04,c1,p16,l3,0,0
i24,e04,c1,p17,l3,0,0
i24,e04,c1,p18,l3,0,0
i24,e04,c1,p19,l3,0,0
i24,e04,c1,p21,l3,0,0
i24,e04,c1,p22,l3,0,0
i24,e04,c1,p23,l3,0,0
i24,e04,c1,p24,l3,0,0
i24,e04,c1,p25,l3,0,0
i24,e04,c1,p28,l3,0,0
i24,e04,c1,p32,l3,0,0
i24,e04,c1,p35,l3,0,0
i24,e04,c4,p06,l3,0,0
i24,e04,c4,p19,l3,0,0
i24,e04,c4,p22,l3,0,0
i24,e04,c4,p35,l3,0,0
i24,e05,c1,p01,l3,0,0
i24,e05,c1,p19,l3,0,0
i24,e05,c1,p35,l3,0,0
i24,e06,c1,p01,l3,0,0
i24,e06,c1,p03,l3,0,0
i24,e06,c1,p06,l3,0,0
i24,e06,c1,p10,l3,0,0
i24,e06,c1,p19,l3,0,0
i24,e06,c1,p25,l3,0,0
i24,e06,c1,p35,l3,0,0
i24,e06,c4,p35,l3,0,0
i24,e07,c1,p01,l3,0,0
i24,e07,c1,p04,l3,0,0
i24,e07,c1,p06,l3,0,0
i24,e07,c1,p10,l3,0,0
i24,e07,c1,p11,l3,0,0
i24,e07,c1,p12,l3,0,0
i24,e07,c1,p14,l3,0,0
i24,e07,c1,p15,l3,0,0
i24,e07,c1,p17,l3,0,0
i24,e07,c1,p19,l3,7,8
i24,e07,c1,p20,l3,0,0
i24,e07,c1,p21,l3,0,0
i24,e07,c1,p24,l3,0,0
i24,e07,c1,p35,l3,0,0
i24,e07,c4,p19,l3,0,0
i24,e07,c4,p21,l3,0,0
i24,e07,c4,p35,l3,0,0
i24,e08,c1,p01,l3,0,0
i24,e08,c1,p02,l3,0,0
i24,e08,c1,p03,l3,0,0
i24,e08,c1,p04,l3,0,0
i24,e08,c1,p05,l3,0,0
i24,e08,c1,p06,l3,0,0
i24,e08,c1,p07,l3,0,0
i24,e08,c1,p08,l3,0,0
i24,e08,c1,p09,l3,0,0
i24,e08,c1,p10,l3,0,0
i24,e08,c1,p11,l3,0,0
i24,e08,c1,p12,l3,0,0
i24,e08,c1,p13,l3,0,0
i24,e08,c1,p14,l3,0,0
i24,e08,c1,p15,l3,0,0
i24,e08,c1,p16,l3,0,0
i24,e08,c1,p17,l3,0,0
i24,e08,c1,p18,l3,0,0
i24,e08,c1,p19,l3,0,0
i24,e08,c1,p20,l3,0,0
i24,e08,c1,p21,l3,0,0
i24,e08,c1,p22,l3,0,0
i24,e08,c1,p23,l3,0,0
i24,e08,c1,p24,l3,0,0
i24,e08,c1,p25,l3,0,0
i24,e08,c1,p28,l3,0,0
i24,e08,c1,p29,l3,0,0
i24,e08,c1,p31,l3,0,0
i24,e08,c1,p32,l3,0,0
i24,e08,c1,p34,l3,0,0
i24,e08,c1,p35,l3,1,1
i24,e08,c4,p01,l3,0,0
i24,e08,c4,p06,l3,0,0
i24,e08,c4,p19,l3,0,0
i24,e08,c4,p21,l3,0,0
i24,e08,c4,p25,l3,0,0
i24,e08,c4,p35,l3,0,0
i24,e08,c7,p19,l3,0,0
i24,e09,c1,p01,l3,0,0
i24,e09,c1,p03,l3,0,0
i24,e09,c1,p04,l3,0,0
i24,e09,c1,p05,l3,0,0
i24,e09,c1,p06,l3,0,0
i24,e09,c1,p07,l3,0,0
i24,e09,c1,p08,l3,0,0
i24,e09,c1,p10,l3,0,0
i24,e09,c1,p11,l3,0,0
i24,e09,c1,p12,l3,0,0
i24,e09,c1,p13,l3,0,0
i24,e09,c1,p14,l3,0,0
i24,e09,c1,p15,l3,0,0
i24,e09,c1,p16,l3,0,0
i24,e09,c1,p17,l3,0,0
i24,e09,c1,p18,l3,0,0
i24,e09,c1,p19,l3,1,1
i24,e09,c1,p21,l3,0,0
